season,offense_team,roster_position,total_plays,play_distance_SUM,medium_acceleration_count_SUM,high_acceleration_count_SUM,medium_deceleration_count_SUM,high_deceleration_count_SUM,targeted_tightwindow_catch_SUM,targeted_catch_SUM,tight_window_at_throw_SUM,max_speed_max,max_speed_99,average_separation_max,average_separation_99,max_speed_0_10_yards_max,max_speed_10_20_yards_max,max_speed_30_inf_yards_max,flying_10_min,flying_20_min,separation_at_throw_VMAN,separation_at_outcome_VMAN,10ydplus_route_MEAN,20ydplus_route_MEAN,changedir_route_MEAN,expected_yac_at_catch_MEAN,YACOE_MEAN,separation_change_postthrow_MEAN,CPOE_MEAN,cod_top5_speed_entry_avg_180_,cod_top5_speed_entry_avg_90_,cod_top5_speed_exit_avg_180_,cod_top5_speed_exit_avg_90_,cod_sep_generated_overall,tracking_player_name,draft_round,draft_pick,draft_year,drafted,undrafted,draft_capital,tracking_player_name_college,games_played,receptions,rec_yards,rec_tds,yards_per_rec,yards_per_game_college,recs_per_game,tds_per_game,production_score,volume_tier,speed_score,burst_rate,first_step_quickness,brake_rate,route_diversity,separation_consistency,man_coverage_win_rate,tracking_skill,contested_catch_rate,tight_window_target_pct,yac_ability,qb_friendly,sharp_cut_ability,route_bend_ability,cut_separation,high_volume_player,distance_per_play,total_explosive_events,explosive_rate,athleticism_score,route_running_grade,prospect_score,rookie_season,yards_per_game_nfl,targets_per_game,receptions_per_game,catch_rate,player_name,archetype
2022.0,TNUN,WR,78.0,568.0,17.0,16.0,21.0,8.0,0.0,0.0,16.0,20.21,19.3864,8.276,8.03034,16.49,19.9,19.9,1.05,2.14,,,47.43589744,0.0,7.692307692,,,-0.4625,,12.3637612,14.3082548,7.486164,15.7318534,0.9285637086,,,,,False,True,0.0,Ramel Keyton,13.0,31.0,562.0,5.0,18.1,43.2,2.3846153846153846,0.3846153846153846,34.07692307692308,50-100 (Rotational),19.6432,20.51282051282051,16.49,10.256410256410255,16.5384615396,8.03034,,-0.4625,0.0,20.51282051282051,,,15.0200541,9.9249626,0.9285637086,0,7.282051282051282,24.0,30.76923076923077,43.627483214814404,37.44924928536845,40.53836625009143,2024,3.5,1.5,0.5,0.3333333333333333,Ramel Keyton,2.0
2022.0,FLUN,WR,62.0,566.0,12.0,33.0,15.0,16.0,0.0,0.0,13.0,19.28,18.8375,9.72,9.3256,16.32,18.82,18.2,1.15,2.24,,,70.96774194,1.612903226,17.74193548,,,-0.3826666667,,12.5273932,15.3255004,11.7119604,16.222749,0.3739170455,Ricky Pearsall,1.0,31.0,2024.0,True,False,70.0,Ricky Pearsall,13.0,33.0,661.0,5.0,20.0,50.8,2.5384615384615383,0.3846153846153846,38.19230769230769,50-100 (Rotational),18.518749999999997,53.2258064516129,16.32,25.806451612903224,27.258064516399998,9.3256,,-0.3826666667,0.0,20.967741935483872,,,15.7741247,12.1196768,0.3739170455,0,9.129032258064516,49.0,79.03225806451613,53.81118156901977,55.575256748055075,54.693219158537424,2024,40.0,4.6,3.1,0.6739130434782609,Ricky Pearsall,4.0
2022.0,WAUN,WR,248.0,1973.0,40.0,123.0,67.0,70.0,0.0,0.0,56.0,20.92,20.3344,10.36,9.9904,17.78,20.44,20.4,1.03,2.04,2.373636364,1.921,57.66129032,2.016129032,22.58064516,,,0.2060833333,,11.5715096,15.7263986,7.3552584,15.7277622,0.7956683289,Rome Odunze,1.0,9.0,2024.0,True,False,70.0,Rome Odunze,12.0,75.0,1145.0,7.0,15.3,95.4,6.25,0.5833333333333334,71.875,200-300 (Workhorse),20.367199999999997,49.596774193548384,17.78,28.225806451612907,24.8790322568,9.9904,2.373636364,0.2060833333,0.0,22.58064516129032,,,15.7270804,9.463384000000001,0.7956683289,1,7.955645161290323,193.0,77.82258064516128,58.11658127896346,52.72146044495033,55.419020861956895,2024,43.1764705882353,5.9411764705882355,3.176470588235294,0.5346534653465347,Rome Odunze,0.0
2022.0,MIUN,WR,114.0,909.0,25.0,42.0,31.0,28.0,0.0,0.0,14.0,18.77,18.7,9.59,9.3283,17.49,18.32,18.77,1.13,2.34,2.22,3.595,57.89473684,0.0,12.28070175,,,0.08476190476,,12.9896536,14.7868784,7.4479832,17.3818094,1.242387144,Ronnie Bell,7.0,253.0,2023.0,True,False,10.0,Ronnie Bell,14.0,62.0,889.0,4.0,14.3,63.5,4.428571428571429,0.2857142857142857,46.32142857142857,100-150 (Starter),18.735,36.84210526315789,17.49,24.561403508771928,21.052631577,9.3283,2.22,0.08476190476,0.0,12.280701754385964,,,16.0843439,10.2188184,1.242387144,0,7.973684210526316,70.0,61.40350877192983,47.61699791791398,47.4730877923995,47.54504285515674,2023,8.5,1.625,0.75,0.46153846153846156,Ronnie Bell,1.0
2022.0,TXHO,WR,187.0,1684.0,31.0,72.0,72.0,25.0,0.0,0.0,24.0,20.46,19.7233,10.42,10.08512,16.19,18.22,20.46,1.05,2.15,0.9566666667,1.21,66.84491979,3.20855615,8.021390374,,,-0.1427380952,,13.5460024,15.9691198,14.3764348,17.1077256,1.52549969,Tank Dell,3.0,69.0,2023.0,True,False,50.0,,,,,,,,,,,150-200 (Heavy),20.09165,38.50267379679144,16.19,13.368983957219251,23.743315509200002,10.08512,0.9566666667,-0.1427380952,0.0,12.834224598930483,,,16.538422699999998,13.9612186,1.52549969,1,9.005347593582888,97.0,51.87165775401069,52.591658129453556,48.98669422415183,50.7891761768027,2023,70.9,7.5,4.7,0.6266666666666667,Tank Dell,1.0
2022.0,OHCI,WR,88.0,749.0,19.0,36.0,24.0,18.0,0.0,0.0,17.0,19.5,18.174,7.43,7.02284,16.07,18.54,19.07,1.15,2.24,3.106666667,3.343333333,55.68181818,3.409090909,14.77272727,,,-0.3576,,9.013396,14.8455134,8.2934152,15.6418556,1.287522405,Tre Tucker,3.0,100.0,2023.0,True,False,50.0,Tre Tucker,12.0,52.0,671.0,3.0,12.9,55.9,4.333333333333333,0.25,41.625,50-100 (Rotational),18.622,40.909090909090914,16.07,20.454545454545457,22.4999999986,7.02284,3.106666667,-0.3576,0.0,19.318181818181817,,,15.2436845,8.6534056,1.287522405,0,8.511363636363637,54.0,61.36363636363637,48.967558653656106,43.696141634040416,46.33185014384826,2023,25.46153846153846,2.6153846153846154,1.4615384615384615,0.5588235294117647,Tre Tucker,2.0
2022.0,NEUN,WR,81.0,715.0,15.0,28.0,22.0,16.0,0.0,0.0,9.0,20.35,19.7879,10.42,9.3475,16.63,19.55,19.62,1.05,2.23,,,61.72839506,1.234567901,6.172839506,,,-0.6208823529,,10.7642584,15.0923248,9.8370104,15.5027684,1.425172956,Trey Palmer,6.0,191.0,2023.0,True,False,20.0,Trey Palmer,12.0,71.0,1043.0,9.0,14.7,86.9,5.916666666666667,0.75,70.29166666666667,50-100 (Rotational),19.70395,34.5679012345679,16.63,19.753086419753085,20.864197530199995,9.3475,,-0.6208823529,0.0,11.11111111111111,,,15.2975466,10.3006344,1.425172956,0,8.82716049382716,44.0,54.32098765432099,49.717797137163416,48.3076542984834,49.01272571782341,2023,22.647058823529413,4.0,2.2941176470588234,0.5735294117647058,Trey Palmer,1.0
2022.0,ORUN,WR,135.0,999.0,19.0,63.0,36.0,31.0,0.0,0.0,26.0,20.45,18.7512,10.09666667,9.476,16.8,18.63,18.09,1.05,2.07,2.13,3.88,51.11111111,0.0,17.77777778,,,0.3906666667,,8.5075004,14.6546092,8.474774,16.083662,1.620676568,Troy Franklin,4.0,102.0,2024.0,True,False,40.0,Troy Franklin,13.0,61.0,891.0,9.0,14.6,68.5,4.6923076923076925,0.6923076923076923,57.5,100-150 (Starter),18.4206,46.666666666666664,16.8,22.962962962962962,20.666666667,9.476,2.13,0.3906666667,0.0,19.25925925925926,,,15.3691356,8.4911372,1.620676568,0,7.4,94.0,69.62962962962963,50.74890145391203,47.41620423060153,49.08255284225678,2024,16.4375,3.3125,1.75,0.5283018867924528,Troy Franklin,4.0
2022.0,OHCI,WR,151.0,1197.0,24.0,69.0,58.0,38.0,0.0,0.0,17.0,22.25,21.9884,10.38,10.2664,17.29,21.04,22.25,0.95,1.94,4.056666667,1.933333333,49.66887417,3.973509934,17.8807947,,,0.0319047619,,11.6574164,14.6777904,6.9775412,14.501886,0.6135905667,Tyler Scott,4.0,133.0,2023.0,True,False,40.0,Tyler Scott,11.0,54.0,899.0,9.0,16.6,81.7,4.909090909090909,0.8181818181818182,67.04545454545455,150-200 (Heavy),22.1192,45.6953642384106,17.29,25.165562913907287,21.8543046346,10.2664,4.056666667,0.0319047619,0.0,11.258278145695364,,,14.589838199999999,9.3174788,0.6135905667,1,7.927152317880795,107.0,70.86092715231787,62.0035445837283,54.954035434961504,58.478790009344905,2023,12.923076923076923,2.4615384615384617,1.3076923076923077,0.53125,Tyler Scott,0.0
2022.0,IAST,WR,72.0,670.0,9.0,45.0,7.0,18.0,0.0,0.0,20.0,17.02,16.9804,9.685,9.1801,16.44,16.96,14.96,1.24,2.54,2.735,2.02,66.66666667,4.166666667,18.05555556,,,-0.152,,10.7888032,14.665518,8.9956692,15.6854908,0.8647876608,Xavier Hutchinson,6.0,205.0,2023.0,True,False,20.0,Xavier Hutchinson,12.0,107.0,1171.0,6.0,10.9,97.6,8.916666666666666,0.5,76.625,50-100 (Rotational),15.9702,62.5,16.44,25.0,27.0833333358,9.1801,2.735,-0.152,0.0,27.77777777777778,,,15.175504400000001,9.8922362,0.8647876608,0,9.305555555555555,63.0,87.5,49.66746329682332,52.806459895976,51.23696159639966,2023,8.181818181818182,1.7272727272727273,0.7272727272727273,0.42105263157894735,Xavier Hutchinson,4.0
2022.0,FLAM,WR,74.0,605.0,0.0,28.0,12.0,13.0,0.0,0.0,11.0,16.87,16.8508,10.56,9.64488,15.75,16.87,10.92,1.25,2.64,,,56.75675676,1.351351351,9.459459459,,,-0.2681818182,,11.2456092,12.729206,8.4870464,15.9704832,,,,,,False,True,0.0,,,,,,,,,,,50-100 (Rotational),13.8854,37.83783783783784,15.75,17.56756756756757,20.405405406099998,9.64488,,-0.2681818182,0.0,14.864864864864865,,,14.3498446,9.8663278,,0,8.175675675675675,41.0,55.4054054054054,32.743317493632276,49.10568079987552,40.9244991467539,2024,2.0,0.6666666666666666,0.6666666666666666,1.0,Xavier Smith,3.0
2022.0,FLSO,WR,98.0,759.0,21.0,54.0,26.0,23.0,0.0,0.0,17.0,20.83,20.2924,9.23,8.8728,17.13,19.17,20.83,1.02,2.03,2.12,2.2,57.14285714,0.0,17.34693878,,,-0.123877551,,7.7684292,14.2959822,4.5694236,15.7754884,1.29657086,,,,,False,True,0.0,Xavier Weaver,9.0,53.0,718.0,6.0,13.5,79.8,5.888888888888889,0.6666666666666666,65.0,50-100 (Rotational),20.5612,55.10204081632652,17.13,23.46938775510204,22.346938775999995,8.8728,2.12,-0.123877551,0.0,17.346938775510203,,,15.035735299999999,6.1689264,1.29657086,0,7.744897959183674,77.0,78.57142857142857,61.0387933339625,46.890588992597756,53.96469116328013,2024,0.0,1.0,0.0,0.0,Xavier Weaver,4.0
2022.0,TXUN,WR,72.0,577.0,14.0,13.0,15.0,11.0,0.0,0.0,9.0,20.32,20.0491,9.14,8.24,17.27,19.33,19.53,1.03,2.09,1.32,0.15,51.38888889,0.0,2.777777778,,,-0.3229411765,,13.7941776,15.2873196,10.1806376,16.783189,1.890170767,Xavier Worthy,1.0,28.0,2024.0,True,False,70.0,Xavier Worthy,13.0,60.0,760.0,9.0,12.7,58.5,4.615384615384615,0.6923076923076923,52.30769230769231,50-100 (Rotational),19.78955,18.055555555555554,17.27,15.277777777777779,16.250000000399996,8.24,1.32,-0.3229411765,0.0,12.5,,,16.0352543,11.987407600000001,1.890170767,0,8.01388888888889,24.0,33.33333333333333,43.0576621240581,38.55139445176724,40.80452828791267,2024,39.875,6.125,3.6875,0.6020408163265306,Xavier Worthy,2.0
2022.0,MABC,WR,62.0,598.0,7.0,30.0,19.0,16.0,0.0,0.0,11.0,19.87,18.9826,9.242,9.08798,16.37,18.57,19.58,1.05,2.15,0.94,2.66,69.35483871,3.225806452,17.74193548,,,0.2976923077,,13.5841832,16.0386628,12.3651248,17.4472622,2.4004621,Zay Flowers,1.0,22.0,2023.0,True,False,70.0,Zay Flowers,12.0,78.0,1077.0,12.0,13.8,89.8,6.5,1.0,77.875,50-100 (Rotational),19.2813,48.38709677419355,16.37,25.806451612903224,27.419354837799997,9.08798,0.94,0.2976923077,0.0,17.741935483870968,,,16.7429625,12.974654000000001,2.4004621,0,9.64516129032258,46.0,74.19354838709677,54.18487381723498,48.80744363152454,51.49615872437976,2023,53.625,6.75,4.8125,0.7129629629629629,Zay Flowers,4.0
